Commodity,Country,UOM,Category,SubCategory,RowNumber,YearNum,FoodValue
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2012,1371.1
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2012,36.5
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2012,406.2
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2012,68.0
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2012,54.9
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2012,27.9
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2012,130.7
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2012,724.2
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2012,74.6
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2012,116.1
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2012,97.3
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2012,91.9
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2012,0.2
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2012,185.7
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2012,491.2
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2012,45.8
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2012,30.0
Tea and mate,CHINA,Million $,Coffee,Foods,36,2012,126.0
Tea and mate,CANADA,Million $,Coffee,Foods,37,2012,105.6
Tea and mate,INDIA,Million $,Coffee,Foods,38,2012,59.0
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2012,268.7
Tea and mate,WORLD,Million $,Coffee,Foods,40,2012,589.3
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2012,201.2
Spices,VIETNAM,Million $,Coffee,Foods,42,2012,100.8
Spices,INDIA,Million $,Coffee,Foods,43,2012,209.4
Spices,MEXICO,Million $,Coffee,Foods,44,2012,51.9
Spices,CHINA,Million $,Coffee,Foods,45,2012,116.5
Spices,INDONESIA,Million $,Coffee,Foods,46,2012,242.2
Spices,SPAIN,Million $,Coffee,Foods,47,2012,51.2
Spices,PERU,Million $,Coffee,Foods,48,2012,60.2
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2012,45.3
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2012,235.8
Spices,WORLD,Million $,Coffee,Foods,51,2012,1113.3
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2012,326.2
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2013,1291.1
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2013,1026.2
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2013,49.1
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2013,539.6
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2013,674.7
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2013,503.1
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2013,289.1
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2013,3260.3
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2013,7633.2
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2013,2087.0
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2013,1071.1
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2013,900.2
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2013,410.5
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2013,158.6
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2013,172.9
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2013,467.9
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2013,1488.7
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2013,4669.9
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2013,1423.8
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2013,39.8
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2013,386.1
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2013,70.9
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2013,30.0
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2013,30.8
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2013,96.0
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2013,653.6
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2013,69.5
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2013,134.0
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2013,112.4
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2013,87.0
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2013,0.7
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2013,155.8
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2013,489.9
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2013,49.2
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2013,34.0
Tea and mate,CHINA,Million $,Coffee,Foods,36,2013,128.1
Tea and mate,CANADA,Million $,Coffee,Foods,37,2013,101.3
Tea and mate,INDIA,Million $,Coffee,Foods,38,2013,69.0
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2013,294.0
Tea and mate,WORLD,Million $,Coffee,Foods,40,2013,626.4
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2013,206.6
Spices,VIETNAM,Million $,Coffee,Foods,42,2013,177.6
Spices,INDIA,Million $,Coffee,Foods,43,2013,181.2
Spices,MEXICO,Million $,Coffee,Foods,44,2013,58.7
Spices,CHINA,Million $,Coffee,Foods,45,2013,131.0
Spices,INDONESIA,Million $,Coffee,Foods,46,2013,216.3
Spices,SPAIN,Million $,Coffee,Foods,47,2013,41.0
Spices,PERU,Million $,Coffee,Foods,48,2013,49.7
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2013,50.2
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2013,287.6
Spices,WORLD,Million $,Coffee,Foods,51,2013,1193.3
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2013,337.9
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2014,1552.7
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2014,1243.7
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2014,59.5
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2014,463.4
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2014,809.8
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2014,498.8
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2014,288.9
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2014,3382.0
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2014,8298.8
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2014,2112.4
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2014,1333.4
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2014,1129.7
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2014,359.8
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2014,198.4
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2014,209.2
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2014,493.7
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2014,1504.4
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2014,5228.6
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2014,1457.1
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2014,53.9
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2014,380.2
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2014,81.3
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2014,35.2
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2014,30.4
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2014,78.3
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2014,659.3
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2014,68.3
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2014,115.1
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2014,97.2
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2014,71.0
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2014,0.1
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2014,165.4
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2014,448.8
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2014,49.6
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2014,31.7
Tea and mate,CHINA,Million $,Coffee,Foods,36,2014,118.1
Tea and mate,CANADA,Million $,Coffee,Foods,37,2014,87.6
Tea and mate,INDIA,Million $,Coffee,Foods,38,2014,66.7
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2014,312.6
Tea and mate,WORLD,Million $,Coffee,Foods,40,2014,616.7
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2014,199.6
Spices,VIETNAM,Million $,Coffee,Foods,42,2014,284.3
Spices,INDIA,Million $,Coffee,Foods,43,2014,185.2
Spices,MEXICO,Million $,Coffee,Foods,44,2014,60.2
Spices,CHINA,Million $,Coffee,Foods,45,2014,163.8
Spices,INDONESIA,Million $,Coffee,Foods,46,2014,163.5
Spices,SPAIN,Million $,Coffee,Foods,47,2014,41.7
Spices,PERU,Million $,Coffee,Foods,48,2014,59.4
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2014,74.5
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2014,312.7
Spices,WORLD,Million $,Coffee,Foods,51,2014,1345.3
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2014,337.8
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2015,1585.6
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2015,1311.2
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2015,118.4
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2015,413.3
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2015,684.4
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2015,541.0
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2015,357.0
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2015,3525.3
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2015,8536.2
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2015,2161.0
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2015,1335.0
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2015,1196.9
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2015,323.7
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2015,212.9
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2015,177.3
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2015,357.0
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2015,1515.8
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2015,5118.6
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2015,1461.3
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2015,112.3
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2015,420.0
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2015,97.5
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2015,35.1
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2015,43.4
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2015,74.6
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2015,782.9
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2015,76.0
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2015,102.4
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2015,92.9
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2015,73.3
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2015,0.1
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2015,137.4
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2015,406.1
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2015,48.4
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2015,37.8
Tea and mate,CHINA,Million $,Coffee,Foods,36,2015,124.4
Tea and mate,CANADA,Million $,Coffee,Foods,37,2015,86.1
Tea and mate,INDIA,Million $,Coffee,Foods,38,2015,65.1
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2015,304.7
Tea and mate,WORLD,Million $,Coffee,Foods,40,2015,618.1
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2015,202.3
Spices,VIETNAM,Million $,Coffee,Foods,42,2015,299.1
Spices,INDIA,Million $,Coffee,Foods,43,2015,260.1
Spices,MEXICO,Million $,Coffee,Foods,44,2015,62.8
Spices,CHINA,Million $,Coffee,Foods,45,2015,155.9
Spices,INDONESIA,Million $,Coffee,Foods,46,2015,245.0
Spices,SPAIN,Million $,Coffee,Foods,47,2015,47.7
Spices,PERU,Million $,Coffee,Foods,48,2015,63.7
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2015,120.9
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2015,355.3
Spices,WORLD,Million $,Coffee,Foods,51,2015,1610.5
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2015,373.0
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2016,1277.8
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2016,1194.9
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2016,115.4
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2016,338.6
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2016,864.4
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2016,582.7
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2016,349.1
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2016,3588.4
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2016,8311.3
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2016,2235.8
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2016,1080.8
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2016,1093.6
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2016,258.2
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2016,246.5
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2016,235.7
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2016,494.7
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2016,1414.7
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2016,4824.2
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2016,1515.6
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2016,110.4
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2016,469.6
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2016,99.7
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2016,32.8
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2016,37.1
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2016,83.5
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2016,833.1
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2016,85.2
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2016,89.2
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2016,82.3
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2016,63.7
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2016,0.1
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2016,116.3
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2016,351.6
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2016,48.4
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2016,45.5
Tea and mate,CHINA,Million $,Coffee,Foods,36,2016,136.8
Tea and mate,CANADA,Million $,Coffee,Foods,37,2016,87.6
Tea and mate,INDIA,Million $,Coffee,Foods,38,2016,66.3
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2016,312.8
Tea and mate,WORLD,Million $,Coffee,Foods,40,2016,649.0
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2016,200.7
Spices,VIETNAM,Million $,Coffee,Foods,42,2016,342.3
Spices,INDIA,Million $,Coffee,Foods,43,2016,248.3
Spices,MEXICO,Million $,Coffee,Foods,44,2016,64.0
Spices,CHINA,Million $,Coffee,Foods,45,2016,143.9
Spices,INDONESIA,Million $,Coffee,Foods,46,2016,217.9
Spices,SPAIN,Million $,Coffee,Foods,47,2016,52.0
Spices,PERU,Million $,Coffee,Foods,48,2016,51.5
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2016,227.8
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2016,305.8
Spices,WORLD,Million $,Coffee,Foods,51,2016,1653.5
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2016,386.1
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2017,1258.6
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2017,1367.9
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2017,186.0
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2017,387.1
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2017,803.4
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2017,647.9
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2017,355.7
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2017,4060.1
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2017,9066.7
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2017,2276.2
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2017,1073.1
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2017,1253.2
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2017,329.7
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2017,294.9
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2017,230.1
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2017,516.2
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2017,1535.7
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2017,5232.9
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2017,1532.3
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2017,182.7
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2017,529.7
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2017,107.4
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2017,50.2
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2017,40.3
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2017,90.4
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2017,1000.7
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2017,93.2
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2017,94.5
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2017,100.3
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2017,61.8
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2017,0.3
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2017,131.5
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2017,388.4
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2017,52.3
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2017,52.7
Tea and mate,CHINA,Million $,Coffee,Foods,36,2017,125.3
Tea and mate,CANADA,Million $,Coffee,Foods,37,2017,96.7
Tea and mate,INDIA,Million $,Coffee,Foods,38,2017,69.1
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2017,300.7
Tea and mate,WORLD,Million $,Coffee,Foods,40,2017,644.5
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2017,193.7
Spices,VIETNAM,Million $,Coffee,Foods,42,2017,261.6
Spices,INDIA,Million $,Coffee,Foods,43,2017,238.6
Spices,MEXICO,Million $,Coffee,Foods,44,2017,65.4
Spices,CHINA,Million $,Coffee,Foods,45,2017,156.7
Spices,INDONESIA,Million $,Coffee,Foods,46,2017,243.6
Spices,SPAIN,Million $,Coffee,Foods,47,2017,60.2
Spices,PERU,Million $,Coffee,Foods,48,2017,48.0
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2017,401.7
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2017,324.4
Spices,WORLD,Million $,Coffee,Foods,51,2017,1800.2
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2017,404.8
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2018,1122.4
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2018,1254.0
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2018,238.2
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2018,403.1
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2018,618.1
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2018,519.4
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2018,332.7
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2018,3966.8
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2018,8454.7
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2018,2236.8
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2018,962.1
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2018,1142.5
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2018,326.2
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2018,210.7
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2018,221.4
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2018,392.4
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2018,1485.7
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2018,4741.0
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2018,1503.2
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2018,235.9
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2018,407.1
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2018,109.4
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2018,43.4
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2018,37.9
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2018,94.2
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2018,927.9
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2018,88.6
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2018,89.9
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2018,100.9
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2018,63.2
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2018,0.4
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2018,134.7
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2018,389.1
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2018,53.1
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2018,63.0
Tea and mate,CHINA,Million $,Coffee,Foods,36,2018,132.9
Tea and mate,CANADA,Million $,Coffee,Foods,37,2018,85.9
Tea and mate,INDIA,Million $,Coffee,Foods,38,2018,60.7
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2018,294.9
Tea and mate,WORLD,Million $,Coffee,Foods,40,2018,637.4
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2018,181.0
Spices,VIETNAM,Million $,Coffee,Foods,42,2018,201.2
Spices,INDIA,Million $,Coffee,Foods,43,2018,220.2
Spices,MEXICO,Million $,Coffee,Foods,44,2018,79.3
Spices,CHINA,Million $,Coffee,Foods,45,2018,163.0
Spices,INDONESIA,Million $,Coffee,Foods,46,2018,171.3
Spices,SPAIN,Million $,Coffee,Foods,47,2018,58.4
Spices,PERU,Million $,Coffee,Foods,48,2018,53.0
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2018,521.6
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2018,291.4
Spices,WORLD,Million $,Coffee,Foods,51,2018,1759.4
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2018,410.9
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2019,1171.6
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2019,1267.9
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2019,360.9
