Commodity,Country,UOM,Category,SubCategory,RowNumber,YearNum,FoodValue
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2005,222.9
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2005,48.6
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2005,10.4
Tea and mate,CHINA,Million $,Coffee,Foods,36,2005,47.7
Tea and mate,CANADA,Million $,Coffee,Foods,37,2005,61.7
Tea and mate,INDIA,Million $,Coffee,Foods,38,2005,36.8
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2005,174.1
Tea and mate,WORLD,Million $,Coffee,Foods,40,2005,330.7
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2005,175.9
Spices,VIETNAM,Million $,Coffee,Foods,42,2005,32.6
Spices,INDIA,Million $,Coffee,Foods,43,2005,51.2
Spices,MEXICO,Million $,Coffee,Foods,44,2005,31.4
Spices,CHINA,Million $,Coffee,Foods,45,2005,53.7
Spices,INDONESIA,Million $,Coffee,Foods,46,2005,50.8
Spices,SPAIN,Million $,Coffee,Foods,47,2005,17.8
Spices,PERU,Million $,Coffee,Foods,48,2005,34.9
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2005,36.9
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2005,152.3
Spices,WORLD,Million $,Coffee,Foods,51,2005,461.6
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2005,259.6
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2006,642.0
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2006,629.9
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2006,37.9
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2006,295.9
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2006,243.1
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2006,201.4
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2006,118.2
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2006,2026.5
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2006,4194.9
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2006,1825.5
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2006,530.1
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2006,594.9
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2006,277.6
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2006,58.1
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2006,120.1
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2006,200.1
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2006,1048.5
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2006,2829.4
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2006,1276.6
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2006,4.0
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2006,99.7
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2006,36.7
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2006,3.9
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2006,4.9
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2006,102.1
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2006,251.3
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2006,44.8
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2006,58.8
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2006,52.1
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2006,24.8
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2006,8.7
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2006,90.9
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2006,235.3
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2006,39.7
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2006,18.5
Tea and mate,CHINA,Million $,Coffee,Foods,36,2006,60.7
Tea and mate,CANADA,Million $,Coffee,Foods,37,2006,65.2
Tea and mate,INDIA,Million $,Coffee,Foods,38,2006,42.6
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2006,192.5
Tea and mate,WORLD,Million $,Coffee,Foods,40,2006,379.5
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2006,187.6
Spices,VIETNAM,Million $,Coffee,Foods,42,2006,37.0
Spices,INDIA,Million $,Coffee,Foods,43,2006,66.6
Spices,MEXICO,Million $,Coffee,Foods,44,2006,32.4
Spices,CHINA,Million $,Coffee,Foods,45,2006,49.0
Spices,INDONESIA,Million $,Coffee,Foods,46,2006,58.8
Spices,SPAIN,Million $,Coffee,Foods,47,2006,19.0
Spices,PERU,Million $,Coffee,Foods,48,2006,40.1
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2006,31.1
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2006,165.4
Spices,WORLD,Million $,Coffee,Foods,51,2006,499.4
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2006,276.9
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2007,746.0
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2007,706.8
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2007,35.5
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2007,332.3
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2007,341.5
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2007,200.8
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2007,170.6
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2007,2257.7
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2007,4791.2
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2007,1850.9
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2007,613.8
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2007,677.5
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2007,309.2
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2007,100.0
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2007,137.1
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2007,305.2
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2007,1094.0
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2007,3236.8
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2007,1312.6
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2007,20.7
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2007,103.9
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2007,42.0
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2007,3.7
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2007,3.9
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2007,102.0
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2007,276.2
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2007,42.8
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2007,83.9
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2007,65.3
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2007,19.8
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2007,6.7
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2007,81.9
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2007,257.6
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2007,38.7
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2007,19.1
Tea and mate,CHINA,Million $,Coffee,Foods,36,2007,70.8
Tea and mate,CANADA,Million $,Coffee,Foods,37,2007,68.3
Tea and mate,INDIA,Million $,Coffee,Foods,38,2007,39.5
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2007,203.1
Tea and mate,WORLD,Million $,Coffee,Foods,40,2007,400.8
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2007,187.5
Spices,VIETNAM,Million $,Coffee,Foods,42,2007,29.4
Spices,INDIA,Million $,Coffee,Foods,43,2007,122.4
Spices,MEXICO,Million $,Coffee,Foods,44,2007,31.6
Spices,CHINA,Million $,Coffee,Foods,45,2007,62.9
Spices,INDONESIA,Million $,Coffee,Foods,46,2007,91.5
Spices,SPAIN,Million $,Coffee,Foods,47,2007,23.1
Spices,PERU,Million $,Coffee,Foods,48,2007,42.0
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2007,34.2
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2007,182.7
Spices,WORLD,Million $,Coffee,Foods,51,2007,619.8
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2007,269.4
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2008,863.2
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2008,853.7
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2008,38.6
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2008,365.4
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2008,350.9
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2008,224.0
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2008,189.9
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2008,2695.1
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2008,5580.8
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2008,1881.9
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2008,724.3
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2008,804.9
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2008,369.5
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2008,131.6
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2008,168.8
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2008,291.5
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2008,1313.8
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2008,3804.4
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2008,1311.0
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2008,23.9
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2008,122.3
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2008,44.1
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2008,11.5
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2008,3.8
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2008,110.6
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2008,316.2
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2008,42.1
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2008,93.1
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2008,79.9
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2008,30.8
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2008,0.3
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2008,91.0
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2008,295.1
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2008,40.9
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2008,19.0
Tea and mate,CHINA,Million $,Coffee,Foods,36,2008,80.5
Tea and mate,CANADA,Million $,Coffee,Foods,37,2008,73.9
Tea and mate,INDIA,Million $,Coffee,Foods,38,2008,48.9
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2008,217.2
Tea and mate,WORLD,Million $,Coffee,Foods,40,2008,439.5
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2008,199.1
Spices,VIETNAM,Million $,Coffee,Foods,42,2008,51.7
Spices,INDIA,Million $,Coffee,Foods,43,2008,132.6
Spices,MEXICO,Million $,Coffee,Foods,44,2008,32.1
Spices,CHINA,Million $,Coffee,Foods,45,2008,83.3
Spices,INDONESIA,Million $,Coffee,Foods,46,2008,130.5
Spices,SPAIN,Million $,Coffee,Foods,47,2008,31.2
Spices,PERU,Million $,Coffee,Foods,48,2008,61.9
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2008,29.2
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2008,173.1
Spices,WORLD,Million $,Coffee,Foods,51,2008,725.6
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2008,288.7
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2009,867.0
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2009,789.0
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2009,54.5
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2009,379.1
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2009,326.7
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2009,279.1
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2009,155.6
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2009,2309.3
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2009,5160.3
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2009,1823.0
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2009,739.1
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2009,686.4
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2009,339.3
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2009,74.4
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2009,161.9
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2009,257.0
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2009,1117.1
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2009,3375.2
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2009,1255.6
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2009,27.4
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2009,169.1
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2009,39.8
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2009,29.9
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2009,13.6
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2009,91.6
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2009,371.4
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2009,50.9
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2009,93.1
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2009,71.3
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2009,66.1
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2009,0.0
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2009,95.9
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2009,326.4
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2009,42.4
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2009,21.9
Tea and mate,CHINA,Million $,Coffee,Foods,36,2009,66.8
Tea and mate,CANADA,Million $,Coffee,Foods,37,2009,91.4
Tea and mate,INDIA,Million $,Coffee,Foods,38,2009,50.3
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2009,209.8
Tea and mate,WORLD,Million $,Coffee,Foods,40,2009,440.2
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2009,189.8
Spices,VIETNAM,Million $,Coffee,Foods,42,2009,55.9
Spices,INDIA,Million $,Coffee,Foods,43,2009,96.5
Spices,MEXICO,Million $,Coffee,Foods,44,2009,40.0
Spices,CHINA,Million $,Coffee,Foods,45,2009,80.1
Spices,INDONESIA,Million $,Coffee,Foods,46,2009,100.2
Spices,SPAIN,Million $,Coffee,Foods,47,2009,41.6
Spices,PERU,Million $,Coffee,Foods,48,2009,45.6
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2009,28.6
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2009,158.8
Spices,WORLD,Million $,Coffee,Foods,51,2009,647.3
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2009,284.4
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2010,1209.9
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2010,918.1
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2010,62.2
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2010,389.7
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2010,439.7
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2010,384.0
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2010,196.8
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2010,2664.6
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2010,6265.0
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2010,1894.6
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2010,1083.4
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2010,772.7
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2010,294.0
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2010,77.0
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2010,212.9
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2010,360.1
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2010,1254.9
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2010,4055.0
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2010,1280.5
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2010,41.4
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2010,263.1
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2010,47.0
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2010,36.0
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2010,32.9
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2010,84.3
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2010,504.7
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2010,63.7
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2010,99.0
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2010,72.2
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2010,100.6
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2010,0.2
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2010,114.9
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2010,386.9
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2010,47.0
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2010,24.7
Tea and mate,CHINA,Million $,Coffee,Foods,36,2010,82.3
Tea and mate,CANADA,Million $,Coffee,Foods,37,2010,103.8
Tea and mate,INDIA,Million $,Coffee,Foods,38,2010,58.7
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2010,250.0
Tea and mate,WORLD,Million $,Coffee,Foods,40,2010,519.5
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2010,203.2
Spices,VIETNAM,Million $,Coffee,Foods,42,2010,64.3
Spices,INDIA,Million $,Coffee,Foods,43,2010,119.8
Spices,MEXICO,Million $,Coffee,Foods,44,2010,44.5
Spices,CHINA,Million $,Coffee,Foods,45,2010,107.6
Spices,INDONESIA,Million $,Coffee,Foods,46,2010,146.2
Spices,SPAIN,Million $,Coffee,Foods,47,2010,41.4
Spices,PERU,Million $,Coffee,Foods,48,2010,46.2
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2010,28.3
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2010,200.7
Spices,WORLD,Million $,Coffee,Foods,51,2010,799.0
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2010,300.3
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2011,2111.4
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2011,1441.9
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2011,84.7
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2011,653.2
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2011,635.9
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2011,520.0
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2011,269.3
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2011,3999.4
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2011,9715.8
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2011,2015.0
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2011,1918.4
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2011,1262.2
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2011,576.8
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2011,230.7
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2011,369.9
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2011,487.5
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2011,2060.9
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2011,6906.4
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2011,1376.7
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2011,61.7
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2011,401.2
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2011,59.5
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2011,54.2
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2011,50.5
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2011,116.9
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2011,744.0
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2011,75.0
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2011,99.5
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2011,91.6
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2011,117.6
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2011,0.1
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2011,142.3
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2011,451.1
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2011,44.4
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2011,32.3
Tea and mate,CHINA,Million $,Coffee,Foods,36,2011,102.6
Tea and mate,CANADA,Million $,Coffee,Foods,37,2011,106.0
Tea and mate,INDIA,Million $,Coffee,Foods,38,2011,65.2
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2011,263.3
Tea and mate,WORLD,Million $,Coffee,Foods,40,2011,569.4
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2011,202.2
Spices,VIETNAM,Million $,Coffee,Foods,42,2011,130.1
Spices,INDIA,Million $,Coffee,Foods,43,2011,174.7
Spices,MEXICO,Million $,Coffee,Foods,44,2011,48.6
Spices,CHINA,Million $,Coffee,Foods,45,2011,121.4
Spices,INDONESIA,Million $,Coffee,Foods,46,2011,182.5
Spices,SPAIN,Million $,Coffee,Foods,47,2011,41.9
Spices,PERU,Million $,Coffee,Foods,48,2011,63.1
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2011,25.5
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2011,257.1
Spices,WORLD,Million $,Coffee,Foods,51,2011,1044.9
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2011,316.6
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2012,1515.4
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2012,999.5
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2012,66.4
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2012,647.3
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2012,731.3
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2012,524.6
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2012,308.7
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2012,3932.5
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2012,8725.7
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2012,2018.8
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2012,1334.1
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2012,847.5
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2012,565.4
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2012,281.7
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2012,241.6
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2012,600.9
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2012,1936.5
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2012,5807.7
